SITE,SITEVISITID,SPCODE,AdColCount,AdColDen,Ave.od,Ave.rd,Ave.size,JuvColDen,BLE,TotDZ,AcuteDZ,ChronicDZ,BLE_prev,TotDZ_prev,AcuteDZ_prev,ChronicDZ_prev,METHOD,MISSIONID,DATE_,ANALYSIS_YEAR,OBS_YEAR,REGION,REGION_NAME,ISLAND,ISLANDCODE,SEC_NAME,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,MIN_DEPTH_M,MAX_DEPTH_M,AREA_HA,NH,Adpres.abs,Juvpres.abs
ROS-00637,8383,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/16/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.548326,-168.168903,10.97226455,14.62968607,85.3,341,0,0
ROS-00644,8428,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/19/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.552974,-168.142061,11.27704968,14.32490094,85.3,341,0,0
ROS-00645,8382,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/16/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.558073,-168.161555,10.97226455,14.9344712,85.3,341,0,0
ROS-00659,8430,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/19/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.54222,-168.17239,3.962206644,6.09570253,18.4925,74,0,0
ROS-00661,8367,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/16/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.54353793,-168.14257,4.571776897,6.400487656,18.4925,74,0,0
ROS-00674,8384,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/16/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.556369,-168.150618,3.962206644,6.400487656,18.4925,74,0,0
ROS-00681,8435,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/19/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_INNER,Lagoon,Deep,-14.541801,-168.150877,20.11581835,21.33495885,74.5,298,0,0
ROS-00682,8406,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/17/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_INNER,Lagoon,Deep,-14.54245272,-168.1579527,20.11581835,21.33495885,74.5,298,0,0
ROS-00701,8431,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/19/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_INNER,Lagoon,Deep,-14.548414,-168.158954,21.33495885,21.94452911,74.5,298,0,0
ROS-00710,8394,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/17/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_INNER,Lagoon,Deep,-14.54892,-168.148996,20.11581835,20.7253886,74.5,298,0,0
ROS-00724,8432,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/19/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_INNER,Lagoon,Mid,-14.551985,-168.15285,14.02011582,15.54404145,27.5,110,0,0
ROS-00732,8407,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/17/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_INNER,Lagoon,Mid,-14.54732805,-168.1625052,11.88661993,17.37275221,27.5,110,0,0
ROS-00738,8408,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/17/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_INNER,Lagoon,Mid,-14.5448362,-168.1480949,10.97226455,13.71533069,27.5,110,0,0
ROS-00742,8433,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/19/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_INNER,Lagoon,Shallow,-14.543359,-168.148016,3.657421518,6.09570253,2.25,9,0,0
ROS-00743,8396,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/17/2015,2015,2015,SAMOA,American Samoa,Rose,ROS,ROS_INNER,Lagoon,Shallow,-14.551546,-168.150856,3.657421518,6.09570253,2.25,9,0,0
ROS-00839,9565,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/4/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.53609,-168.1625,4.571777,4.571777,18.4925,74,0,0
ROS-00855,9550,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/1/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.53396,-168.1596,18.89668,22.85888,16.5025,66,0,0
ROS-00856,9554,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/2/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.54578,-168.1708,18.89668,22.85888,16.5025,66,0,0
ROS-00857,9564,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/4/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.5376,-168.1702,3.962207,5.181347,18.4925,74,0,0
ROS-00858,9558,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/3/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.53966,-168.1453,18.89668,23.16367,16.5025,66,0,0
ROS-00865,9561,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/3/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.53438,-168.148,10.66748,12.80098,85.3,341,0,0
ROS-00867,9551,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/1/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.53761,-168.1709,11.58183,13.71533,85.3,341,0,0
ROS-00869,9555,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/2/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.54673,-168.17,10.66748,14.62969,85.3,341,0,0
ROS-00886,9556,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/2/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.55049,-168.1673,9.143554,12.19141,85.3,341,0,0
ROS-00887,9552,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/1/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.53398,-168.1591,10.66748,14.62969,85.3,341,0,0
ROS-00894,9562,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/4/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.55274,-168.1415,14.62969,17.67754,85.3,341,0,0
ROS-00896,9557,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/2/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.55721,-168.1625,10.97226,15.23926,85.3,341,0,0
ROS-00899,9559,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/3/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.54269,-168.1432,11.58183,14.93447,85.3,341,0,0
ROS-00902,9560,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/3/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.53097,-168.1554,3.657422,4.571777,18.4925,74,0,0
ROS-00903,9563,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/4/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.53914,-168.1724,3.962207,5.486132,18.4925,74,0,0
ROS-00922,9553,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,SE1602,5/1/2016,2015,2016,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.53171,-168.1558,3.962207,4.876562,18.4925,74,0,0
ROS-01045,12112,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/15/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.5353,-168.1616,19.81103,21.33496,16.5025,66,0,0
ROS-01048,12100,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/14/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.54173,-168.1439,19.20146,20.4206,16.5025,66,0,0
ROS-01053,12124,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/15/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.53228,-168.1577,11.88662,13.41055,85.3,341,0,0
ROS-01056,12102,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/14/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.55498,-168.1475,10.97226,11.58183,85.3,341,0,0
ROS-01062,12113,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/15/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.54181,-168.1726,14.62969,15.23926,85.3,341,0,0
ROS-01067,12101,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/14/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.53702,-168.147,12.80098,13.41055,85.3,341,0,0
ROS-01070,12095,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/14/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.54609,-168.1707,18.89668,19.81103,16.5025,66,0,0
ROS-01071,12094,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/14/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.54374,-168.1718,10.05791,10.97226,85.3,341,0,0
ROS-01076,12122,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/15/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.53908,-168.1457,16.4584,17.06797,85.3,341,0,0
ROS-01077,12115,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/15/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.53402,-168.1586,3.657422,4.876562,18.4925,74,0,0
ROS-01080,12114,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/15/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.53783,-168.1708,4.266992,5.181347,18.4925,74,0,0
ROS-01101,12093,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/14/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.53623,-168.1639,11.58183,12.19141,85.3,341,0,0
ROS-01105,12116,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/15/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.53727,-168.1686,8.838769,9.753124,85.3,341,0,0
ROS-05001,12103,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/14/2018,2018,2018,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.55075,-168.167,4.876562,6.705273,18.4925,74,0,0
ROS-05194,51207,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/4/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.534,-168.148403,4.876562024,5.790917403,18.4925,74,0,0
ROS-05197,51203,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/4/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.538404,-168.171917,5.486132277,5.790917403,18.4925,74,0,0
ROS-05198,51235,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/5/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.537266,-168.16764,3.352636391,4.571776897,18.4925,74,0,0
ROS-05201,51231,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/5/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Shallow,-14.543,-168.143023,4.876562024,7.924413289,18.4925,74,0,0
ROS-05220,51234,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/5/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.537204,-168.168868,9.143553795,10.66747943,85.3,341,0,0
ROS-05221,51201,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/4/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.551748,-168.166399,13.10576044,14.02011582,85.3,341,0,0
ROS-05222,51206,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/4/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.539787,-168.145459,10.05790917,10.66747943,85.3,341,0,0
ROS-05223,51233,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/5/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.541344,-168.172529,11.88661993,13.41054557,85.3,341,0,0
ROS-05225,51230,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/5/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.547523,-168.13826,11.88661993,13.10576044,85.3,341,0,0
ROS-05227,51202,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/4/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.545054,-168.171236,15.23925632,15.54404145,85.3,341,0,0
ROS-05229,51205,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/4/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.55352,-168.142964,16.76318196,17.67753734,85.3,341,0,0
ROS-05230,51229,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/5/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Mid,-14.535698,-168.14727,14.9344712,16.76318196,85.3,341,0,0
ROS-05247,51204,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/4/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.549909,-168.13797,19.5062481,21.03017373,16.5025,66,0,0
ROS-05248,51232,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/5/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.535757,-168.163022,19.5062481,20.42060347,16.5025,66,0,0
ROS-05250,51200,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/4/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.559759,-168.15997,18.89667784,19.81103322,16.5025,66,0,0
ROS-05253,51228,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/5/2023,2023,2023,SAMOA,American Samoa,Rose,ROS,ROS_SANCTUARY,Forereef,Deep,-14.528095,-168.151129,18.89667784,20.42060347,16.5025,66,0,0
SWA-00500,8058,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/15/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Deep,-11.05434165,-171.0639368,18.89667784,24.07802499,9.371844797,37,0,0
SWA-00509,8093,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/19/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Deep,-11.04621,-171.08088,22.24931423,22.85888449,9.371844797,37,0,0
SWA-00510,8082,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/18/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Deep,-11.06085322,-171.0898058,18.28710759,23.16366961,9.371844797,37,0,0
SWA-00516,8097,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/19/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Deep,-11.067416,-171.076315,17.98232246,23.16366961,9.371844797,37,0,0
SWA-00522,8098,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/19/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.06358,-171.070922,10.3626943,14.9344712,41.80811022,167,0,0
SWA-00530,8059,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/15/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.05023167,-171.066259,9.753124048,13.71533069,41.80811022,167,0,0
SWA-00536,8094,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/19/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.045768,-171.076738,6.705272783,15.84882658,41.80811022,167,0,0
SWA-00541,8108,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/20/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.061995,-171.088665,12.80097531,15.23925632,41.80811022,167,0,0
SWA-00545,8111,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/20/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.06777817,-171.0823078,10.3626943,15.54404145,41.80811022,167,0,0
SWA-00546,8083,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/18/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.05350237,-171.0922254,7.619628162,14.32490094,41.80811022,167,0,0
SWA-00559,8110,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/20/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.06126468,-171.0685849,4.266991771,5.18134715,118.5523679,474,0,0
SWA-00576,8096,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/19/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.048145,-171.088706,4.571776897,6.09570253,118.5523679,474,0,0
SWA-00581,8060,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/15/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.0469225,-171.0693931,4.571776897,5.790917403,118.5523679,474,0,0
SWA-00585,8095,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/19/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.046903,-171.084229,4.266991771,6.09570253,118.5523679,474,0,0
SWA-00604,8100,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/19/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.060624,-171.089674,3.352636391,5.18134715,118.5523679,474,0,0
SWA-00606,8109,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/20/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.057535,-171.091218,4.571776897,5.790917403,118.5523679,474,0,0
SWA-00608,8099,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/19/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.064143,-171.086374,4.266991771,5.486132277,118.5523679,474,0,0
SWA-00609,8112,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/20/2015,2015,2015,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.05210703,-171.0922486,4.571776897,6.400487656,118.5523679,474,0,0
SWA-00766,11772,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,6/21/2018,2018,2018,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.0515,-171.0655,11.58183,12.80098,41.80811022,167,0,0
SWA-00775,11764,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,6/20/2018,2018,2018,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Deep,-11.04527,-171.0722,18.59189,20.4206,9.371844797,37,0,0
SWA-00780,11765,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,6/20/2018,2018,2018,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.04585,-171.0779,9.753124,10.36269,41.80811022,167,0,0
SWA-00788,11767,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,6/20/2018,2018,2018,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.04674,-171.0811,2.438281,3.047851,118.5523679,474,0,0
SWA-00789,11766,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,6/20/2018,2018,2018,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.04853,-171.0888,3.657422,5.181347,118.5523679,474,0,0
SWA-00793,11744,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,6/19/2018,2018,2018,SAMOA,American Samoa,Swains,SWA,SWA_OPEN,Forereef,Deep,-11.05661,-171.0918,18.28711,18.89668,2.930460683,12,0,0
SWA-00795,11746,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,6/19/2018,2018,2018,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.06587,-171.0849,11.27705,12.80098,41.80811022,167,0,0
SWA-00800,11745,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,6/19/2018,2018,2018,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.06341,-171.0871,4.266992,5.790917,118.5523679,474,0,0
SWA-00802,11774,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,6/21/2018,2018,2018,SAMOA,American Samoa,Swains,SWA,SWA_OPEN,Forereef,Shallow,-11.05859,-171.0908,2.133496,2.438281,92.22740392,369,0,0
SWA-00936,51127,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/30/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.063763,-171.086817,4.876562024,5.486132277,118.5523679,474,0,0
SWA-00937,51123,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/30/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.047582,-171.086668,4.266991771,7.314843036,118.5523679,474,0,0
SWA-00938,51143,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/31/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.047027,-171.084079,4.571776897,5.486132277,118.5523679,474,0,0
